session_id,user_id,action,extra,timestamp,event_date,lp_name,product_feature,extra_parse_error,is_known_action
1c827be1-6bd,u_00032,did_install_grammarly,{},2026-02-27 12:56:20+00:00,2026-02-27,,,,True
82f80342-4a0,u_00033,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-10 05:06:05+00:00,2026-02-10,lp_business_emails,,,True
e70ac92b-836,u_00033,did_install_grammarly,{},2026-02-10 05:19:05+00:00,2026-02-10,,,,True
b546d806-2ab,u_00034,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-06 02:45:05+00:00,2026-02-06,lp_business_emails,,,True
0a910628-9c4,u_00034,did_install_grammarly,{},2026-02-06 02:58:05+00:00,2026-02-06,,,,True
96929401-ae8,u_00035,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-28 17:57:21+00:00,2026-02-28,lp_academic_writing,,,True
90cc3cce-6d7,u_00036,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-16 18:43:28+00:00,2026-02-16,lp_academic_writing,,,True
c0a092c2-2c4,u_00036,did_install_grammarly,{},2026-02-16 18:50:28+00:00,2026-02-16,,,,True
9b5f5ebd-d84,u_00037,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-02 17:59:27+00:00,2026-02-02,lp_academic_writing,,,True
6d52d74b-12e,u_00038,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-17 05:16:58+00:00,2026-02-17,lp_academic_writing,,,True
5e5d69a8-992,u_00039,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-26 16:07:02+00:00,2026-02-26,lp_business_emails,,,True
69863269-2ba,u_00039,did_install_grammarly,{},2026-02-26 16:20:02+00:00,2026-02-26,,,,True
7eb70b81-beb,u_00040,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-21 09:15:35+00:00,2026-02-21,lp_business_emails,,,True
15332c60-efd,u_00041,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-17 01:46:04+00:00,2026-02-17,lp_academic_writing,,,True
5a102a6a-59d,u_00042,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-15 16:07:30+00:00,2026-02-15,lp_business_emails,,,True
90b74a8f-b7d,u_00043,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-07 19:54:19+00:00,2026-02-07,lp_academic_writing,,,True
679c2788-a62,u_00044,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-20 15:14:42+00:00,2026-02-20,lp_business_emails,,,True
cf85037b-4b0,u_00045,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-16 20:34:44+00:00,2026-02-16,lp_academic_writing,,,True
3d55b08d-5a5,u_00046,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-04 21:21:21+00:00,2026-02-04,lp_academic_writing,,,True
46ba58e1-94f,u_00046,did_install_grammarly,{},2026-02-04 21:31:21+00:00,2026-02-04,,,,True
0365413c-e77,u_00047,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-14 06:39:32+00:00,2026-02-14,lp_academic_writing,,,True
2e4eeb57-bba,u_00048,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-15 13:37:35+00:00,2026-02-15,lp_business_emails,,,True
99126e07-967,u_00049,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-20 06:49:46+00:00,2026-02-20,lp_academic_writing,,,True
137d3cc1-8e4,u_00050,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-14 02:58:15+00:00,2026-02-14,lp_academic_writing,,,True
1c12fe6e-6f4,u_00050,did_install_grammarly,{},2026-02-14 03:04:15+00:00,2026-02-14,,,,True
dd1e96ea-0c8,u_00050,try_grammarly,"{""product_feature"": ""academic_citation_helper""}",2026-02-14 03:49:15+00:00,2026-02-14,,academic_citation_helper,,True
b657c105-4f4,u_00050,try_grammarly,"{""product_feature"": ""academic_citation_helper""}",2026-02-15 00:30:27+00:00,2026-02-15,,academic_citation_helper,,True
5477436e-a30,u_00051,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-24 12:03:37+00:00,2026-02-24,lp_business_emails,,,True
8e123019-62b,u_00051,did_install_grammarly,{},2026-02-24 12:17:37+00:00,2026-02-24,,,,True
7d2e2e94-586,u_00051,try_grammarly,"{""product_feature"": ""smart_email_reply""}",2026-02-24 13:12:37+00:00,2026-02-24,,smart_email_reply,,True
5202789b-cf8,u_00051,try_grammarly,"{""product_feature"": ""smart_email_reply""}",2026-02-25 07:56:15+00:00,2026-02-25,,smart_email_reply,,True
61b6b7f5-5d0,u_00051,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-27 23:30:42+00:00,2026-02-27,lp_business_emails,,,True
59915d54-c2c,u_00052,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-04 22:26:16+00:00,2026-02-04,lp_business_emails,,,True
14cdb5c0-cb1,u_00053,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-11 21:34:23+00:00,2026-02-11,lp_business_emails,,,True
f52f6d37-113,u_00054,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-02 02:20:23+00:00,2026-02-02,lp_business_emails,,,True
d3673a4d-9cf,u_00054,did_install_grammarly,{},2026-02-02 02:30:23+00:00,2026-02-02,,,,True
8d0c4c90-cc8,u_00055,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-04 06:54:30+00:00,2026-02-04,lp_academic_writing,,,True
fc51d527-078,u_00056,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-01 13:41:10+00:00,2026-02-01,lp_academic_writing,,,True
b81a4a2a-d4e,u_00057,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-24 10:15:38+00:00,2026-02-24,lp_business_emails,,,True
611fce1a-684,u_00058,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-04 02:05:50+00:00,2026-02-04,lp_business_emails,,,True
b28d0443-5ea,u_00058,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-23 03:49:58+00:00,2026-02-23,lp_academic_writing,,,True
51b8ccdd-54b,u_00059,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-11 00:38:58+00:00,2026-02-11,lp_academic_writing,,,True
a6191489-154,u_00060,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-21 01:38:07+00:00,2026-02-21,lp_business_emails,,,True
a76f9989-cc7,u_00060,did_install_grammarly,{},2026-02-21 01:39:07+00:00,2026-02-21,,,,True
8367f59a-3ef,u_00061,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-13 02:30:48+00:00,2026-02-13,lp_business_emails,,,True
9f322e0b-0a6,u_00062,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-12 03:55:18+00:00,2026-02-12,lp_academic_writing,,,True
cb56f779-a86,u_00063,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-12 16:57:53+00:00,2026-02-12,lp_business_emails,,,True
abb1a318-32e,u_00063,did_install_grammarly,{},2026-02-12 17:01:53+00:00,2026-02-12,,,,True
d75e3a25-423,u_00063,try_grammarly,"{""product_feature"": ""smart_email_reply""}",2026-02-12 17:04:53+00:00,2026-02-12,,smart_email_reply,,True
da8a2c42-011,u_00064,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-02 16:55:51+00:00,2026-02-02,lp_business_emails,,,True
1d1b676d-0b5,u_00064,did_install_grammarly,{},2026-02-02 17:04:51+00:00,2026-02-02,,,,True
3e05ac4c-690,u_00064,try_grammarly,"{""product_feature"": ""smart_email_reply""}",2026-02-02 17:43:51+00:00,2026-02-02,,smart_email_reply,,True
2d4cb5fa-86b,u_00065,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-01 06:30:04+00:00,2026-02-01,lp_academic_writing,,,True
7adbb623-a0f,u_00065,did_install_grammarly,{},2026-02-01 06:34:04+00:00,2026-02-01,,,,True
a2029cc4-bda,u_00065,try_grammarly,"{""product_feature"": ""academic_citation_helper""}",2026-02-01 07:07:04+00:00,2026-02-01,,academic_citation_helper,,True
7d302352-ab8,u_00065,try_grammarly,"{""product_feature"": ""academic_citation_helper""}",2026-02-02 22:21:52+00:00,2026-02-02,,academic_citation_helper,,True
c38f829a-1f7,u_00065,try_grammarly,"{""product_feature"": ""academic_citation_helper""}",2026-02-03 13:44:08+00:00,2026-02-03,,academic_citation_helper,,True
ad7d42eb-77b,u_00066,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-13 12:27:34+00:00,2026-02-13,lp_academic_writing,,,True
29f21e62-720,u_00066,did_install_grammarly,{},2026-02-13 12:30:34+00:00,2026-02-13,,,,True
2fd52ac4-2af,u_00066,try_grammarly,"{""product_feature"": ""academic_citation_helper""}",2026-02-13 12:47:34+00:00,2026-02-13,,academic_citation_helper,,True
24f28bbd-ed4,u_00066,try_grammarly,"{""product_feature"": ""academic_citation_helper""}",2026-02-14 11:53:26+00:00,2026-02-14,,academic_citation_helper,,True
16709d59-02e,u_00066,try_grammarly,"{""product_feature"": ""academic_citation_helper""}",2026-02-15 21:08:08+00:00,2026-02-15,,academic_citation_helper,,True
3b89a11d-cbd,u_00066,try_grammarly,"{""product_feature"": ""academic_citation_helper""}",2026-02-18 00:09:46+00:00,2026-02-18,,academic_citation_helper,,True
88c53004-30c,u_00066,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-19 22:24:14+00:00,2026-02-19,lp_business_emails,,,True
1f512b68-a9d,u_00067,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-11 08:09:55+00:00,2026-02-11,lp_academic_writing,,,True
f61af35d-a50,u_00068,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-06 12:12:16+00:00,2026-02-06,lp_business_emails,,,True
f054bfcf-531,u_00069,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-26 11:04:09+00:00,2026-02-26,lp_academic_writing,,,True
ff31e5bd-42f,u_00069,did_install_grammarly,{},2026-02-26 11:05:09+00:00,2026-02-26,,,,True
a1122e2b-927,u_00069,try_grammarly,"{""product_feature"": ""academic_citation_helper""}",2026-02-26 11:34:09+00:00,2026-02-26,,academic_citation_helper,,True
8f447ef4-e45,u_00069,try_grammarly,"{""product_feature"": ""academic_citation_helper""}",2026-02-27 05:36:38+00:00,2026-02-27,,academic_citation_helper,,True
338eaddb-8cb,u_00069,try_grammarly,"{""product_feature"": ""academic_citation_helper""}",2026-02-28 19:07:55+00:00,2026-02-28,,academic_citation_helper,,True
36bdeb22-b84,u_00070,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-10 09:29:46+00:00,2026-02-10,lp_academic_writing,,,True
f4ce6528-e92,u_00071,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-03 08:34:52+00:00,2026-02-03,lp_business_emails,,,True
108f6ad9-01d,u_00072,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-22 04:09:24+00:00,2026-02-22,lp_academic_writing,,,True
71275d04-9f5,u_00073,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-22 05:59:47+00:00,2026-02-22,lp_academic_writing,,,True
3617de98-007,u_00073,did_install_grammarly,{},2026-02-22 06:02:47+00:00,2026-02-22,,,,True
53551f82-701,u_00074,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-15 20:28:05+00:00,2026-02-15,lp_academic_writing,,,True
56acff4f-f74,u_00075,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-17 14:32:45+00:00,2026-02-17,lp_academic_writing,,,True
c2188465-4c7,u_00076,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-20 17:13:52+00:00,2026-02-20,lp_academic_writing,,,True
be9a57d8-f9c,u_00077,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-22 18:20:55+00:00,2026-02-22,lp_business_emails,,,True
429f6e0e-d90,u_00077,did_install_grammarly,{},2026-02-22 18:30:55+00:00,2026-02-22,,,,True
c822870d-fd5,u_00077,try_grammarly,"{""product_feature"": ""smart_email_reply""}",2026-02-22 19:21:55+00:00,2026-02-22,,smart_email_reply,,True
4dd1005f-582,u_00078,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-03 07:49:34+00:00,2026-02-03,lp_academic_writing,,,True
af5abbd2-244,u_00078,did_install_grammarly,{},2026-02-03 07:59:34+00:00,2026-02-03,,,,True
0956aaa2-6d9,u_00078,try_grammarly,"{""product_feature"": ""academic_citation_helper""}",2026-02-03 08:43:34+00:00,2026-02-03,,academic_citation_helper,,True
cb0813af-63d,u_00078,try_grammarly,"{""product_feature"": ""academic_citation_helper""}",2026-02-04 08:42:16+00:00,2026-02-04,,academic_citation_helper,,True
8debf11a-e8d,u_00079,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-19 19:09:20+00:00,2026-02-19,lp_academic_writing,,,True
997a0480-310,u_00080,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-18 13:35:35+00:00,2026-02-18,lp_business_emails,,,True
99ef7694-426,u_00081,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-05 11:46:46+00:00,2026-02-05,lp_business_emails,,,True
4028b713-9f9,u_00082,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-11 08:40:20+00:00,2026-02-11,lp_academic_writing,,,True
c5e18093-a00,u_00083,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-19 13:50:27+00:00,2026-02-19,lp_academic_writing,,,True
980a2233-24e,u_00084,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-18 05:42:48+00:00,2026-02-18,lp_business_emails,,,True
a14dda43-36a,u_00085,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-09 03:24:52+00:00,2026-02-09,lp_business_emails,,,True
94f7a5f4-df1,u_00086,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-10 10:03:40+00:00,2026-02-10,lp_academic_writing,,,True
d8f2545a-de5,u_00087,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-05 08:39:57+00:00,2026-02-05,lp_business_emails,,,True
45ea6486-1af,u_00087,did_install_grammarly,{},2026-02-05 08:53:57+00:00,2026-02-05,,,,True
161992f6-f3b,u_00087,try_grammarly,"{""product_feature"": ""smart_email_reply""}",2026-02-05 09:15:57+00:00,2026-02-05,,smart_email_reply,,True
6902991f-080,u_00087,try_grammarly,"{""product_feature"": ""smart_email_reply""}",2026-02-08 20:47:06+00:00,2026-02-08,,smart_email_reply,,True
956df823-d2c,u_00088,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-25 20:39:53+00:00,2026-02-25,lp_academic_writing,,,True
68ad8b22-77e,u_00089,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-20 12:01:00+00:00,2026-02-20,lp_business_emails,,,True
c212d149-fcd,u_00089,did_install_grammarly,{},2026-02-20 12:08:00+00:00,2026-02-20,,,,True
92c8eaf5-da7,u_00089,try_grammarly,"{""product_feature"": ""smart_email_reply""}",2026-02-20 13:05:00+00:00,2026-02-20,,smart_email_reply,,True
152cf647-0f7,u_00090,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-23 15:38:45+00:00,2026-02-23,lp_business_emails,,,True
a9e785c8-e30,u_00090,did_install_grammarly,{},2026-02-23 15:43:45+00:00,2026-02-23,,,,True
c9df410c-881,u_00091,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-15 05:19:21+00:00,2026-02-15,lp_academic_writing,,,True
71b60a1d-7ec,u_00092,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-06 03:13:09+00:00,2026-02-06,lp_academic_writing,,,True
03d0dc08-853,u_00093,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-24 05:46:12+00:00,2026-02-24,lp_business_emails,,,True
672032d9-24b,u_00093,did_install_grammarly,{},2026-02-24 05:56:12+00:00,2026-02-24,,,,True
d417376c-2e1,u_00094,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-28 22:59:30+00:00,2026-02-28,lp_business_emails,,,True
fc7a729b-b3d,u_00095,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-07 06:34:33+00:00,2026-02-07,lp_academic_writing,,,True
c7ab77b8-0fe,u_00096,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-14 11:34:43+00:00,2026-02-14,lp_academic_writing,,,True
75e3c9ec-b58,u_00096,did_install_grammarly,{},2026-02-14 11:42:43+00:00,2026-02-14,,,,True
9eb1af67-7a3,u_00097,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-11 06:06:13+00:00,2026-02-11,lp_business_emails,,,True
d1a9b1ee-c98,u_00098,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-13 07:13:39+00:00,2026-02-13,lp_academic_writing,,,True
a05626cc-722,u_00099,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-28 17:18:40+00:00,2026-02-28,lp_academic_writing,,,True
ee64f061-8d0,u_00099,did_install_grammarly,{},2026-02-28 17:24:40+00:00,2026-02-28,,,,True
0fc8866a-f6c,u_00100,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-28 22:47:34+00:00,2026-02-28,lp_academic_writing,,,True
57efffa3-876,u_00101,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-05 06:51:33+00:00,2026-02-05,lp_business_emails,,,True
f7f65214-ba6,u_00101,did_install_grammarly,{},2026-02-05 06:57:33+00:00,2026-02-05,,,,True
d5614f8b-831,u_00102,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-02 01:09:51+00:00,2026-02-02,lp_business_emails,,,True
e518fec0-138,u_00102,did_install_grammarly,{},2026-02-02 01:20:51+00:00,2026-02-02,,,,True
f222ee96-712,u_00102,try_grammarly,"{""product_feature"": ""smart_email_reply""}",2026-02-02 02:04:51+00:00,2026-02-02,,smart_email_reply,,True
028746e0-71a,u_00103,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-27 14:59:34+00:00,2026-02-27,lp_business_emails,,,True
ef58370e-406,u_00103,did_install_grammarly,{},2026-02-27 15:14:34+00:00,2026-02-27,,,,True
0a87b089-6c3,u_00104,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-01 20:07:33+00:00,2026-02-01,lp_business_emails,,,True
1574faef-4fa,u_00104,did_install_grammarly,{},2026-02-01 20:09:33+00:00,2026-02-01,,,,True
275b0c73-62a,u_00104,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-11 22:36:33+00:00,2026-02-11,lp_business_emails,,,True
3b48bb89-22c,u_00105,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-04 20:36:22+00:00,2026-02-04,lp_academic_writing,,,True
30917e0b-e34,u_00106,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-22 17:54:39+00:00,2026-02-22,lp_business_emails,,,True
477c0017-c05,u_00107,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-16 19:38:34+00:00,2026-02-16,lp_academic_writing,,,True
5a241942-f5a,u_00107,did_install_grammarly,{},2026-02-16 19:47:34+00:00,2026-02-16,,,,True
72f31b0d-85f,u_00108,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-13 15:01:17+00:00,2026-02-13,lp_business_emails,,,True
c082e378-eb3,u_00109,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-20 09:32:05+00:00,2026-02-20,lp_business_emails,,,True
aa9349b0-1a2,u_00110,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-26 01:42:18+00:00,2026-02-26,lp_academic_writing,,,True
eccb1830-deb,u_00111,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-21 18:05:05+00:00,2026-02-21,lp_business_emails,,,True
874407a0-13e,u_00112,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-24 10:29:10+00:00,2026-02-24,lp_business_emails,,,True
6f2f31e6-6af,u_00113,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-01 06:28:23+00:00,2026-02-01,lp_business_emails,,,True
9439aea7-798,u_00114,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-27 07:55:12+00:00,2026-02-27,lp_business_emails,,,True
9d050a5e-b2a,u_00115,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-05 17:49:27+00:00,2026-02-05,lp_academic_writing,,,True
83e2474a-e9a,u_00115,did_install_grammarly,{},2026-02-05 17:51:27+00:00,2026-02-05,,,,True
1ef9990d-7fd,u_00116,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-01 21:54:54+00:00,2026-02-01,lp_academic_writing,,,True
072038e8-08c,u_00117,did_click_lp,"{""lp_name"": ""lp_academic_writing""}",2026-02-15 23:59:15+00:00,2026-02-15,lp_academic_writing,,,True
594f9083-521,u_00117,did_install_grammarly,{},2026-02-16 00:00:15+00:00,2026-02-16,,,,True
f8df31c8-5c4,u_00117,try_grammarly,"{""product_feature"": ""academic_citation_helper""}",2026-02-16 00:48:15+00:00,2026-02-16,,academic_citation_helper,,True
6ff10236-b15,u_00118,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-01 21:59:23+00:00,2026-02-01,lp_business_emails,,,True
10134142-633,u_00119,did_click_lp,"{""lp_name"": ""lp_business_emails""}",2026-02-01 01:38:03+00:00,2026-02-01,lp_business_emails,,,True
7657ac69-bf2,u_00119,did_install_grammarly,{},2026-02-01 01:43:03+00:00,2026-02-01,,,,True
