user_id,attributed_lp_name,first_lp_cta_click_ts,cohort_date,first_install_ts,first_try_ts,first_product_feature,installed_after_click,tried_after_install,qualified_activated,repeat_try_count_7d,is_repeat_try_user,time_to_install_hours,time_to_first_value_hours,attribution_window_days
u_00066,lp_academic_writing,2026-02-13 12:27:34+00:00,2026-02-13,2026-02-13 12:30:34+00:00,2026-02-13 12:47:34+00:00,academic_citation_helper,True,True,True,4,1,0.05,0.3333333333333333,7
u_00067,lp_academic_writing,2026-02-11 08:09:55+00:00,2026-02-11,,,,False,False,False,0,0,,,7
u_00068,lp_business_emails,2026-02-06 12:12:16+00:00,2026-02-06,,,,False,False,False,0,0,,,7
u_00069,lp_academic_writing,2026-02-26 11:04:09+00:00,2026-02-26,2026-02-26 11:05:09+00:00,2026-02-26 11:34:09+00:00,academic_citation_helper,True,True,True,3,1,0.016666666666666666,0.5,7
u_00070,lp_academic_writing,2026-02-10 09:29:46+00:00,2026-02-10,,,,False,False,False,0,0,,,7
u_00071,lp_business_emails,2026-02-03 08:34:52+00:00,2026-02-03,,,,False,False,False,0,0,,,7
u_00072,lp_academic_writing,2026-02-22 04:09:24+00:00,2026-02-22,,,,False,False,False,0,0,,,7
u_00073,lp_academic_writing,2026-02-22 05:59:47+00:00,2026-02-22,2026-02-22 06:02:47+00:00,,,True,False,False,0,0,0.05,,7
u_00074,lp_academic_writing,2026-02-15 20:28:05+00:00,2026-02-15,,,,False,False,False,0,0,,,7
u_00075,lp_academic_writing,2026-02-17 14:32:45+00:00,2026-02-17,,,,False,False,False,0,0,,,7
u_00076,lp_academic_writing,2026-02-20 17:13:52+00:00,2026-02-20,,,,False,False,False,0,0,,,7
u_00077,lp_business_emails,2026-02-22 18:20:55+00:00,2026-02-22,2026-02-22 18:30:55+00:00,2026-02-22 19:21:55+00:00,smart_email_reply,True,True,True,1,0,0.16666666666666666,1.0166666666666666,7
u_00078,lp_academic_writing,2026-02-03 07:49:34+00:00,2026-02-03,2026-02-03 07:59:34+00:00,2026-02-03 08:43:34+00:00,academic_citation_helper,True,True,True,2,1,0.16666666666666666,0.9,7
u_00079,lp_academic_writing,2026-02-19 19:09:20+00:00,2026-02-19,,,,False,False,False,0,0,,,7
u_00080,lp_business_emails,2026-02-18 13:35:35+00:00,2026-02-18,,,,False,False,False,0,0,,,7
u_00081,lp_business_emails,2026-02-05 11:46:46+00:00,2026-02-05,,,,False,False,False,0,0,,,7
u_00082,lp_academic_writing,2026-02-11 08:40:20+00:00,2026-02-11,,,,False,False,False,0,0,,,7
u_00083,lp_academic_writing,2026-02-19 13:50:27+00:00,2026-02-19,,,,False,False,False,0,0,,,7
u_00084,lp_business_emails,2026-02-18 05:42:48+00:00,2026-02-18,,,,False,False,False,0,0,,,7
u_00085,lp_business_emails,2026-02-09 03:24:52+00:00,2026-02-09,,,,False,False,False,0,0,,,7
u_00086,lp_academic_writing,2026-02-10 10:03:40+00:00,2026-02-10,,,,False,False,False,0,0,,,7
u_00087,lp_business_emails,2026-02-05 08:39:57+00:00,2026-02-05,2026-02-05 08:53:57+00:00,2026-02-05 09:15:57+00:00,smart_email_reply,True,True,True,2,1,0.23333333333333334,0.6,7
u_00088,lp_academic_writing,2026-02-25 20:39:53+00:00,2026-02-25,,,,False,False,False,0,0,,,7
u_00089,lp_business_emails,2026-02-20 12:01:00+00:00,2026-02-20,2026-02-20 12:08:00+00:00,2026-02-20 13:05:00+00:00,smart_email_reply,True,True,True,1,0,0.11666666666666667,1.0666666666666667,7
u_00090,lp_business_emails,2026-02-23 15:38:45+00:00,2026-02-23,2026-02-23 15:43:45+00:00,,,True,False,False,0,0,0.08333333333333333,,7
u_00091,lp_academic_writing,2026-02-15 05:19:21+00:00,2026-02-15,,,,False,False,False,0,0,,,7
u_00092,lp_academic_writing,2026-02-06 03:13:09+00:00,2026-02-06,,,,False,False,False,0,0,,,7
u_00093,lp_business_emails,2026-02-24 05:46:12+00:00,2026-02-24,2026-02-24 05:56:12+00:00,,,True,False,False,0,0,0.16666666666666666,,7
u_00094,lp_business_emails,2026-02-28 22:59:30+00:00,2026-02-28,,,,False,False,False,0,0,,,7
u_00095,lp_academic_writing,2026-02-07 06:34:33+00:00,2026-02-07,,,,False,False,False,0,0,,,7
u_00096,lp_academic_writing,2026-02-14 11:34:43+00:00,2026-02-14,2026-02-14 11:42:43+00:00,,,True,False,False,0,0,0.13333333333333333,,7
u_00097,lp_business_emails,2026-02-11 06:06:13+00:00,2026-02-11,,,,False,False,False,0,0,,,7
u_00098,lp_academic_writing,2026-02-13 07:13:39+00:00,2026-02-13,,,,False,False,False,0,0,,,7
u_00099,lp_academic_writing,2026-02-28 17:18:40+00:00,2026-02-28,2026-02-28 17:24:40+00:00,,,True,False,False,0,0,0.1,,7
u_00100,lp_academic_writing,2026-02-28 22:47:34+00:00,2026-02-28,,,,False,False,False,0,0,,,7
u_00101,lp_business_emails,2026-02-05 06:51:33+00:00,2026-02-05,2026-02-05 06:57:33+00:00,,,True,False,False,0,0,0.1,,7
u_00102,lp_business_emails,2026-02-02 01:09:51+00:00,2026-02-02,2026-02-02 01:20:51+00:00,2026-02-02 02:04:51+00:00,smart_email_reply,True,True,True,1,0,0.18333333333333332,0.9166666666666666,7
u_00103,lp_business_emails,2026-02-27 14:59:34+00:00,2026-02-27,2026-02-27 15:14:34+00:00,,,True,False,False,0,0,0.25,,7
u_00104,lp_business_emails,2026-02-01 20:07:33+00:00,2026-02-01,2026-02-01 20:09:33+00:00,,,True,False,False,0,0,0.03333333333333333,,7
u_00105,lp_academic_writing,2026-02-04 20:36:22+00:00,2026-02-04,,,,False,False,False,0,0,,,7
u_00106,lp_business_emails,2026-02-22 17:54:39+00:00,2026-02-22,,,,False,False,False,0,0,,,7
u_00107,lp_academic_writing,2026-02-16 19:38:34+00:00,2026-02-16,2026-02-16 19:47:34+00:00,,,True,False,False,0,0,0.15,,7
u_00108,lp_business_emails,2026-02-13 15:01:17+00:00,2026-02-13,,,,False,False,False,0,0,,,7
u_00109,lp_business_emails,2026-02-20 09:32:05+00:00,2026-02-20,,,,False,False,False,0,0,,,7
u_00110,lp_academic_writing,2026-02-26 01:42:18+00:00,2026-02-26,,,,False,False,False,0,0,,,7
u_00111,lp_business_emails,2026-02-21 18:05:05+00:00,2026-02-21,,,,False,False,False,0,0,,,7
u_00112,lp_business_emails,2026-02-24 10:29:10+00:00,2026-02-24,,,,False,False,False,0,0,,,7
u_00113,lp_business_emails,2026-02-01 06:28:23+00:00,2026-02-01,,,,False,False,False,0,0,,,7
u_00114,lp_business_emails,2026-02-27 07:55:12+00:00,2026-02-27,,,,False,False,False,0,0,,,7
u_00115,lp_academic_writing,2026-02-05 17:49:27+00:00,2026-02-05,2026-02-05 17:51:27+00:00,,,True,False,False,0,0,0.03333333333333333,,7
u_00116,lp_academic_writing,2026-02-01 21:54:54+00:00,2026-02-01,,,,False,False,False,0,0,,,7
u_00117,lp_academic_writing,2026-02-15 23:59:15+00:00,2026-02-15,2026-02-16 00:00:15+00:00,2026-02-16 00:48:15+00:00,academic_citation_helper,True,True,True,1,0,0.016666666666666666,0.8166666666666667,7
u_00118,lp_business_emails,2026-02-01 21:59:23+00:00,2026-02-01,,,,False,False,False,0,0,,,7
u_00119,lp_business_emails,2026-02-01 01:38:03+00:00,2026-02-01,2026-02-01 01:43:03+00:00,,,True,False,False,0,0,0.08333333333333333,,7
u_00120,lp_academic_writing,2026-02-11 08:17:51+00:00,2026-02-11,2026-02-11 08:27:51+00:00,2026-02-11 09:21:51+00:00,academic_citation_helper,True,True,True,3,1,0.16666666666666666,1.0666666666666667,7
u_00121,lp_academic_writing,2026-02-03 20:52:50+00:00,2026-02-03,2026-02-03 20:59:50+00:00,2026-02-03 21:19:50+00:00,academic_citation_helper,True,True,True,3,1,0.11666666666666667,0.45,7
u_00122,lp_academic_writing,2026-02-21 02:55:10+00:00,2026-02-21,,,,False,False,False,0,0,,,7
u_00123,lp_business_emails,2026-02-21 17:37:12+00:00,2026-02-21,2026-02-21 17:52:12+00:00,2026-02-21 18:21:12+00:00,smart_email_reply,True,True,True,1,0,0.25,0.7333333333333333,7
u_00124,lp_academic_writing,2026-02-26 14:39:09+00:00,2026-02-26,,,,False,False,False,0,0,,,7
u_00125,lp_business_emails,2026-02-20 16:55:59+00:00,2026-02-20,,,,False,False,False,0,0,,,7
u_00126,lp_academic_writing,2026-02-18 14:46:52+00:00,2026-02-18,,,,False,False,False,0,0,,,7
u_00127,lp_academic_writing,2026-02-08 13:47:48+00:00,2026-02-08,,,,False,False,False,0,0,,,7
u_00128,lp_business_emails,2026-02-19 08:00:27+00:00,2026-02-19,,,,False,False,False,0,0,,,7
u_00129,lp_business_emails,2026-02-09 09:41:23+00:00,2026-02-09,2026-02-09 09:49:23+00:00,2026-02-09 10:01:23+00:00,smart_email_reply,True,True,True,1,0,0.13333333333333333,0.3333333333333333,7
u_00130,lp_business_emails,2026-02-18 06:22:06+00:00,2026-02-18,,,,False,False,False,0,0,,,7
u_00131,lp_business_emails,2026-02-10 10:56:19+00:00,2026-02-10,2026-02-10 11:09:19+00:00,2026-02-10 11:48:19+00:00,smart_email_reply,True,True,True,1,0,0.21666666666666667,0.8666666666666667,7
u_00132,lp_business_emails,2026-02-15 12:48:54+00:00,2026-02-15,,,,False,False,False,0,0,,,7
u_00133,lp_academic_writing,2026-02-11 04:52:18+00:00,2026-02-11,,,,False,False,False,0,0,,,7
u_00134,lp_business_emails,2026-02-14 05:15:01+00:00,2026-02-14,,,,False,False,False,0,0,,,7
u_00135,lp_academic_writing,2026-02-21 12:43:48+00:00,2026-02-21,,,,False,False,False,0,0,,,7
u_00136,lp_academic_writing,2026-02-16 05:51:33+00:00,2026-02-16,,,,False,False,False,0,0,,,7
u_00137,lp_business_emails,2026-02-20 18:26:10+00:00,2026-02-20,2026-02-20 18:31:10+00:00,2026-02-20 18:51:10+00:00,smart_email_reply,True,True,True,1,0,0.08333333333333333,0.4166666666666667,7
u_00138,lp_business_emails,2026-02-20 01:48:08+00:00,2026-02-20,2026-02-20 01:53:08+00:00,2026-02-20 02:52:08+00:00,smart_email_reply,True,True,True,1,0,0.08333333333333333,1.0666666666666667,7
u_00139,lp_academic_writing,2026-02-14 07:13:52+00:00,2026-02-14,2026-02-14 07:16:52+00:00,2026-02-14 08:05:52+00:00,academic_citation_helper,True,True,True,2,1,0.05,0.8666666666666667,7
u_00140,lp_academic_writing,2026-02-24 13:34:46+00:00,2026-02-24,2026-02-24 13:43:46+00:00,,,True,False,False,0,0,0.15,,7
u_00141,lp_business_emails,2026-02-14 15:29:20+00:00,2026-02-14,,,,False,False,False,0,0,,,7
u_00142,lp_academic_writing,2026-02-19 07:01:01+00:00,2026-02-19,,,,False,False,False,0,0,,,7
u_00143,lp_business_emails,2026-02-21 12:51:51+00:00,2026-02-21,2026-02-21 12:57:51+00:00,2026-02-21 13:32:51+00:00,smart_email_reply,True,True,True,1,0,0.1,0.6833333333333333,7
u_00144,lp_academic_writing,2026-02-10 16:10:05+00:00,2026-02-10,2026-02-10 16:17:05+00:00,2026-02-10 17:04:05+00:00,academic_citation_helper,True,True,True,3,1,0.11666666666666667,0.9,7
u_00145,lp_academic_writing,2026-02-01 09:18:52+00:00,2026-02-01,2026-02-01 09:25:52+00:00,,,True,False,False,0,0,0.11666666666666667,,7
u_00146,lp_academic_writing,2026-02-03 15:28:20+00:00,2026-02-03,2026-02-03 15:36:20+00:00,,,True,False,False,0,0,0.13333333333333333,,7
u_00147,lp_academic_writing,2026-02-28 16:40:01+00:00,2026-02-28,,,,False,False,False,0,0,,,7
u_00148,lp_business_emails,2026-02-06 02:29:43+00:00,2026-02-06,2026-02-06 02:37:43+00:00,,,True,False,False,0,0,0.13333333333333333,,7
u_00149,lp_academic_writing,2026-02-12 01:05:49+00:00,2026-02-12,2026-02-12 01:11:49+00:00,,,True,False,False,0,0,0.1,,7
u_00150,lp_academic_writing,2026-02-13 01:00:16+00:00,2026-02-13,2026-02-13 01:03:16+00:00,2026-02-13 01:55:16+00:00,academic_citation_helper,True,True,True,4,1,0.05,0.9166666666666666,7
u_00151,lp_business_emails,2026-02-01 06:42:46+00:00,2026-02-01,,,,False,False,False,0,0,,,7
u_00152,lp_business_emails,2026-02-09 06:32:01+00:00,2026-02-09,2026-02-09 06:36:01+00:00,,,True,False,False,0,0,0.06666666666666667,,7
u_00153,lp_academic_writing,2026-02-19 01:40:45+00:00,2026-02-19,,,,False,False,False,0,0,,,7
u_00154,lp_academic_writing,2026-02-24 04:30:31+00:00,2026-02-24,,,,False,False,False,0,0,,,7
u_00155,lp_business_emails,2026-02-12 01:09:57+00:00,2026-02-12,2026-02-12 01:13:57+00:00,2026-02-12 01:16:57+00:00,smart_email_reply,True,True,True,1,0,0.06666666666666667,0.11666666666666667,7
u_00156,lp_academic_writing,2026-02-16 11:38:42+00:00,2026-02-16,,,,False,False,False,0,0,,,7
u_00157,lp_business_emails,2026-02-20 10:43:29+00:00,2026-02-20,,,,False,False,False,0,0,,,7
u_00158,lp_academic_writing,2026-02-24 21:18:54+00:00,2026-02-24,,,,False,False,False,0,0,,,7
u_00159,lp_business_emails,2026-02-11 17:51:58+00:00,2026-02-11,,,,False,False,False,0,0,,,7
u_00160,lp_academic_writing,2026-02-28 00:17:44+00:00,2026-02-28,2026-02-28 00:26:44+00:00,,,True,False,False,0,0,0.15,,7
u_00161,lp_academic_writing,2026-02-13 07:48:36+00:00,2026-02-13,2026-02-13 07:57:36+00:00,,,True,False,False,0,0,0.15,,7
u_00162,lp_business_emails,2026-02-25 21:29:42+00:00,2026-02-25,2026-02-25 21:38:42+00:00,2026-02-25 22:36:42+00:00,smart_email_reply,True,True,True,1,0,0.15,1.1166666666666667,7
u_00163,lp_business_emails,2026-02-17 01:51:37+00:00,2026-02-17,2026-02-17 02:05:37+00:00,,,True,False,False,0,0,0.23333333333333334,,7
u_00164,lp_business_emails,2026-02-14 08:31:10+00:00,2026-02-14,,,,False,False,False,0,0,,,7
u_00165,lp_business_emails,2026-02-12 14:35:44+00:00,2026-02-12,2026-02-12 14:47:44+00:00,2026-02-12 15:30:44+00:00,smart_email_reply,True,True,True,1,0,0.2,0.9166666666666666,7
u_00166,lp_business_emails,2026-02-04 15:08:56+00:00,2026-02-04,,,,False,False,False,0,0,,,7
u_00167,lp_academic_writing,2026-02-23 01:44:13+00:00,2026-02-23,,,,False,False,False,0,0,,,7
u_00168,lp_business_emails,2026-02-10 06:21:44+00:00,2026-02-10,,,,False,False,False,0,0,,,7
u_00169,lp_business_emails,2026-02-28 11:20:26+00:00,2026-02-28,2026-02-28 11:29:26+00:00,,,True,False,False,0,0,0.15,,7
u_00170,lp_academic_writing,2026-02-14 15:18:18+00:00,2026-02-14,,,,False,False,False,0,0,,,7
u_00171,lp_academic_writing,2026-02-05 01:17:49+00:00,2026-02-05,2026-02-05 01:26:49+00:00,2026-02-05 01:43:49+00:00,academic_citation_helper,True,True,True,1,0,0.15,0.43333333333333335,7
u_00172,lp_business_emails,2026-02-22 14:11:50+00:00,2026-02-22,2026-02-22 14:17:50+00:00,2026-02-22 14:40:50+00:00,smart_email_reply,True,True,True,1,0,0.1,0.48333333333333334,7
u_00173,lp_academic_writing,2026-02-10 07:01:59+00:00,2026-02-10,2026-02-10 07:05:59+00:00,2026-02-10 07:34:59+00:00,academic_citation_helper,True,True,True,3,1,0.06666666666666667,0.55,7
u_00174,lp_business_emails,2026-02-16 07:16:46+00:00,2026-02-16,2026-02-16 07:22:46+00:00,2026-02-16 07:50:46+00:00,smart_email_reply,True,True,True,1,0,0.1,0.5666666666666667,7
u_00175,lp_business_emails,2026-02-03 14:57:45+00:00,2026-02-03,,,,False,False,False,0,0,,,7
u_00176,lp_academic_writing,2026-02-24 10:28:50+00:00,2026-02-24,,,,False,False,False,0,0,,,7
u_00177,lp_academic_writing,2026-02-20 15:25:47+00:00,2026-02-20,,,,False,False,False,0,0,,,7
u_00178,lp_business_emails,2026-02-25 01:24:14+00:00,2026-02-25,,,,False,False,False,0,0,,,7
u_00179,lp_business_emails,2026-02-09 00:19:28+00:00,2026-02-09,,,,False,False,False,0,0,,,7
u_00180,lp_academic_writing,2026-02-23 01:38:20+00:00,2026-02-23,2026-02-23 01:40:20+00:00,2026-02-23 02:30:20+00:00,academic_citation_helper,True,True,True,3,1,0.03333333333333333,0.8666666666666667,7
u_00181,lp_business_emails,2026-02-07 15:45:57+00:00,2026-02-07,,,,False,False,False,0,0,,,7
u_00182,lp_academic_writing,2026-02-18 10:09:00+00:00,2026-02-18,2026-02-18 20:10:41+00:00,2026-02-18 20:47:41+00:00,smart_email_reply,True,True,True,1,0,10.028055555555556,10.644722222222223,7
u_00183,lp_academic_writing,2026-02-26 10:29:31+00:00,2026-02-26,2026-02-26 10:37:31+00:00,2026-02-26 11:12:31+00:00,academic_citation_helper,True,True,True,4,1,0.13333333333333333,0.7166666666666667,7
u_00184,lp_academic_writing,2026-02-24 18:33:28+00:00,2026-02-24,,,,False,False,False,0,0,,,7
u_00185,lp_business_emails,2026-02-19 11:56:21+00:00,2026-02-19,,,,False,False,False,0,0,,,7
u_00186,lp_academic_writing,2026-02-20 08:56:46+00:00,2026-02-20,2026-02-20 09:02:46+00:00,2026-02-20 09:32:46+00:00,academic_citation_helper,True,True,True,3,1,0.1,0.6,7
u_00187,lp_business_emails,2026-02-04 09:15:31+00:00,2026-02-04,,,,False,False,False,0,0,,,7
u_00188,lp_business_emails,2026-02-24 20:47:00+00:00,2026-02-24,2026-02-24 20:58:00+00:00,2026-02-24 21:04:00+00:00,smart_email_reply,True,True,True,1,0,0.18333333333333332,0.2833333333333333,7
u_00189,lp_business_emails,2026-02-18 04:50:17+00:00,2026-02-18,,,,False,False,False,0,0,,,7
u_00190,lp_business_emails,2026-02-14 03:43:53+00:00,2026-02-14,,,,False,False,False,0,0,,,7
u_00191,lp_business_emails,2026-02-07 08:06:21+00:00,2026-02-07,,,,False,False,False,0,0,,,7
u_00192,lp_academic_writing,2026-02-17 09:39:35+00:00,2026-02-17,,,,False,False,False,0,0,,,7
u_00193,lp_business_emails,2026-02-09 22:03:25+00:00,2026-02-09,2026-02-09 22:13:25+00:00,2026-02-09 22:21:25+00:00,smart_email_reply,True,True,True,1,0,0.16666666666666666,0.3,7
u_00194,lp_academic_writing,2026-02-15 08:00:10+00:00,2026-02-15,2026-02-15 08:09:10+00:00,2026-02-15 08:59:10+00:00,academic_citation_helper,True,True,True,2,1,0.15,0.9833333333333333,7
u_00195,lp_business_emails,2026-02-06 15:57:24+00:00,2026-02-06,2026-02-06 15:59:24+00:00,2026-02-06 16:21:24+00:00,smart_email_reply,True,True,True,1,0,0.03333333333333333,0.4,7
u_00196,lp_academic_writing,2026-02-09 16:20:27+00:00,2026-02-09,,,,False,False,False,0,0,,,7
u_00197,lp_academic_writing,2026-02-11 17:27:30+00:00,2026-02-11,,,,False,False,False,0,0,,,7
u_00198,lp_business_emails,2026-02-04 04:54:16+00:00,2026-02-04,,,,False,False,False,0,0,,,7
u_00199,lp_academic_writing,2026-02-27 23:20:38+00:00,2026-02-27,2026-02-27 23:29:38+00:00,2026-02-28 00:23:38+00:00,academic_citation_helper,True,True,True,2,1,0.15,1.05,7
